RL;Jugador;País;Posc;Equipo;Edad;Nacimiento;PJ;Titular;Mín;90 s;Gls.;Ass;G-TP;TP;TPint;TA;TR;Gls.;Ast;G+A;G-TP;G+A-TP;Dis;DaP;% de TT;T/90;TalArc/90;G/T;G/TalArc;Dist;FK;TP;TPint;TA;TR;2a amarilla;Fls;FR;PA;Pcz;Int;TklG;Penal ejecutado;Penal concedido;GC;Recup.;Ganados;Perdidos;% de ganados
1;Sabit Abdulai;GHA;CC;Getafe;21;1999;1;0;6;0.1;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0.0
2;Marcos Acuña;ARG;DF;Sevilla;29;1991;22;19;1668;18.5;1;1;1;0;0;2;0;0.05;0.05;0.11;0.05;0.11;13;2;15.4;0.70;0.11;0.08;0.50;20.6;0;0;0;2;0;0;32;18;1;48;22;33;0;1;0;167;14;23;37.8
3;Bobby Adekanye;NED;DL,CC;Cádiz;22;1999;3;0;36;0.4;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;1;0;0.0;2.50;0.00;0.00;;17.5;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;4;0;0;
4;Martin Agirregabiria;ESP;DF,CC;Alavés;24;1996;18;10;969;10.8;0;1;0;0;0;1;0;0.00;0.09;0.09;0.00;0.09;2;0;0.0;0.19;0.00;0.00;;14.3;0;0;0;1;0;0;15;14;1;16;25;9;0;0;0;62;11;18;37.9
5;Joseph Aidoo;GHA;DF;Celta Vigo;25;1995;20;10;951;10.6;0;0;0;0;0;3;0;0.00;0.00;0.00;0.00;0.00;5;0;0.0;0.47;0.00;0.00;;17.6;0;0;0;3;0;0;12;11;1;1;9;13;0;0;0;117;34;32;51.5
6;Carlos Akapo;EQG;DF;Cádiz;28;1993;7;5;441;4.9;0;0;0;0;0;2;1;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;2;1;1;5;1;0;9;5;9;0;0;0;51;11;4;73.3
7;Paul Akouokou;CIV;CC;Betis;23;1997;9;4;374;4.2;0;0;0;0;0;5;1;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;5;1;1;11;2;0;2;6;8;0;0;0;36;8;8;50.0
8;Jony Álamo;ESP;CC;Elche;19;2001;1;1;73;0.8;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;1;0;0.0;1.23;0.00;0.00;;26.0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;7;0;1;0.0
9;Jordi Alba;ESP;DF;Barcelona;32;1989;26;26;2260;25.1;3;4;3;0;0;7;0;0.12;0.16;0.28;0.12;0.28;20;11;55.0;0.80;0.44;0.15;0.27;20.3;1;0;0;7;0;0;16;12;7;79;32;19;0;0;1;227;3;12;20.0
10;Raúl Albiol;ESP;DF;Villarreal;35;1985;28;28;2500;27.8;0;0;0;0;0;6;0;0.00;0.00;0.00;0.00;0.00;7;1;14.3;0.25;0.04;0.00;0.00;14.5;0;0;0;6;0;0;11;16;1;3;19;15;0;1;0;244;50;42;54.3
11;Paco Alcácer;ESP;DL;Villarreal;27;1993;19;14;1124;12.5;5;3;4;1;2;0;0;0.40;0.24;0.64;0.32;0.56;29;12;41.4;2.32;0.96;0.14;0.33;14.0;3;1;2;0;0;0;6;7;14;3;6;3;0;0;0;29;7;30;18.9
12;Pedro Alcalá;ESP;DF;Cádiz;32;1989;10;6;723;8.0;0;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;1;0;0.0;0.12;0.00;0.00;;9.0;0;0;0;2;0;0;12;5;1;0;17;7;0;0;1;42;15;14;51.7
13;Rubén Alcaraz;ESP;CC;Valladolid;29;1991;23;19;1689;18.8;1;0;1;0;0;7;0;0.05;0.00;0.05;0.05;0.05;20;2;10.0;1.07;0.11;0.05;0.50;24.6;2;0;0;7;0;0;35;26;0;4;20;29;0;0;0;228;44;49;47.3
14;Iván Alejo;ESP;CC,DL;Cádiz;26;1995;15;2;426;4.7;1;1;1;0;0;3;0;0.21;0.21;0.42;0.21;0.42;9;3;33.3;1.90;0.63;0.11;0.33;17.4;0;0;0;3;0;0;15;13;3;25;1;5;0;0;0;32;11;5;68.8
15;Carles Aleñá;ESP;CC,DL;Getafe;23;1998;13;9;876;9.7;1;2;1;0;0;1;0;0.10;0.21;0.31;0.10;0.31;18;4;22.2;1.85;0.41;0.06;0.25;19.3;0;0;0;1;0;0;15;19;0;12;4;5;0;0;0;70;10;28;26.3
16;Carles Aleñá;ESP;CC;Barcelona;23;1998;2;0;48;0.5;0;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;1;0;0.0;1.87;0.00;0.00;;17.5;0;0;0;1;0;0;4;0;0;0;0;0;0;0;0;3;2;0;100.0
17;Alfon;ESP;CC;Celta Vigo;21;1999;2;0;34;0.4;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;1;1;100.0;2.65;2.65;0.00;0.00;18.4;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;2;0;0;
18;Sergio Álvarez;ESP;CC;Eibar;29;1992;22;14;1294;14.4;0;0;0;0;0;3;0;0.00;0.00;0.00;0.00;0.00;5;2;40.0;0.35;0.14;0.00;0.00;16.8;0;0;0;3;0;0;32;16;0;5;8;21;0;0;0;204;42;40;51.2
19;Yeray Álvarez;ESP;DF;Athletic Club;26;1995;20;19;1678;18.6;1;0;1;0;0;6;0;0.05;0.00;0.05;0.05;0.05;10;1;10.0;0.54;0.05;0.10;1.00;12.5;0;0;0;6;0;0;17;15;0;2;34;16;0;0;0;194;65;38;63.1
20;Jon Ander Garrido;ESP;CC;Cádiz;31;1989;17;5;593;6.6;0;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;5;1;20.0;0.76;0.15;0.00;0.00;12.7;0;0;0;1;0;0;11;4;0;2;7;12;0;0;0;69;17;21;44.7
21;Ángel;ESP;PO;Granada;18;2002;1;1;90;1.0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;
22;Miguel Ángel Rubio;ESP;DF;Valladolid;23;1998;1;1;90;1.0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0;0;0;2;1;1;0;0;1;0;0;0;14;7;6;53.8
23;José Ángel;ESP;DF;Eibar;31;1989;6;4;307;3.4;0;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;1;0;0.0;0.29;0.00;0.00;;29.1;0;0;0;2;0;0;4;0;0;12;1;2;0;0;0;54;8;5;61.5
24;Aritz Arambarri;ESP;DF;Real Sociedad;23;1998;1;0;26;0.3;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;1;0;0.0;3.46;0.00;0.00;;7.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;50.0
25;Mauro Arambarri;URU;CC;Getafe;25;1995;27;27;2405;26.7;3;0;3;0;0;8;0;0.11;0.00;0.11;0.11;0.11;34;7;20.6;1.27;0.26;0.09;0.43;24.8;5;0;0;8;0;0;43;67;1;41;42;45;0;0;0;287;41;53;43.6
26;Néstor Araujo;MEX;DF;Celta Vigo;29;1991;26;21;1962;21.8;0;0;0;0;0;4;0;0.00;0.00;0.00;0.00;0.00;5;0;0.0;0.23;0.00;0.00;;10.8;0;0;0;4;0;0;26;4;0;2;25;14;0;0;0;228;55;30;64.7
27;Ronald Araújo;URU;DF;Barcelona;22;1999;16;11;1031;11.5;1;1;1;0;0;0;0;0.09;0.09;0.17;0.09;0.17;6;2;33.3;0.52;0.17;0.17;0.50;9.8;0;0;0;0;0;0;6;14;1;0;9;12;1;0;0;107;40;8;83.3
28;Anaitz Arbilla;ESP;DF;Eibar;33;1987;25;21;1997;22.2;0;1;0;0;0;7;0;0.00;0.05;0.05;0.00;0.05;21;1;4.8;0.95;0.05;0.00;0.00;28.2;3;0;0;7;0;0;32;10;0;28;34;19;0;2;0;338;61;42;59.2
29;Unai Arietaleanizbeaskoa;ESP;DL,CC;Eibar;22;1999;3;0;39;0.4;0;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;1;0;0;3;1;2;0;0;0;0;0;0;1;0;2;0.0
30;Sergio Arribas;ESP;DL,DF;Real Madrid;19;2001;6;0;114;1.3;0;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;1;1;100.0;0.79;0.79;0.00;0.00;25.3;0;0;0;1;0;0;1;2;2;1;3;1;0;0;0;10;0;1;0.0
31;Sergio Asenjo;ESP;PO;Villarreal;31;1989;29;29;2610;29.0;0;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;112;0;0;
32;Marco Asensio;ESP;DL;Real Madrid;25;1996;26;17;1433;15.9;4;2;4;0;0;1;0;0.25;0.13;0.38;0.25;0.38;29;8;27.6;1.82;0.50;0.14;0.50;18.4;3;0;0;1;0;0;4;27;6;53;8;10;0;0;0;92;7;5;58.3
33;Iago Aspas;ESP;DL;Celta Vigo;33;1987;25;25;2182;24.2;10;10;7;3;3;5;0;0.41;0.41;0.82;0.29;0.70;36;16;44.4;1.48;0.66;0.19;0.44;15.4;5;3;3;5;0;0;19;46;10;31;15;5;0;0;0;123;13;42;23.6
34;Miguel Atienza;ESP;CC,DL;Eibar;21;1999;3;1;127;1.4;0;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;1;0;0.0;0.71;0.00;0.00;;21.0;0;0;0;1;0;0;2;1;0;0;1;5;0;0;0;11;3;4;42.9
35;Ezequiel Ávila;ARG;DL;Osasuna;27;1994;1;0;14;0.2;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;1;1;100.0;6.43;6.43;0.00;0.00;13.0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;
36;Ramon Azeez;NGA;CC,DF;Granada;28;1992;2;1;101;1.1;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;2;0;0.0;1.78;0.00;0.00;;13.0;0;0;0;0;0;0;1;1;0;1;0;3;0;0;0;12;4;1;80.0
37;Carlos Bacca;COL;DL;Villarreal;34;1986;19;6;567;6.3;2;0;2;0;0;1;0;0.32;0.00;0.32;0.32;0.32;15;8;53.3;2.38;1.27;0.13;0.25;13.1;0;0;0;1;0;0;8;5;5;5;2;6;0;0;0;19;12;18;40.0
38;Édgar Badía;ESP;PO;Elche;29;1992;29;29;2610;29.0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;144;0;0;
39;Alex Baena;ESP;CC;Villarreal;19;2001;3;2;125;1.4;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;2;1;50.0;1.44;0.72;0.00;0.00;24.0;0;0;0;0;0;0;1;4;0;3;2;0;0;0;0;5;0;2;0.0
40;Miguel Baeza;ESP;CC,DL;Celta Vigo;21;2000;18;4;492;5.5;1;0;1;0;0;0;0;0.18;0.00;0.18;0.18;0.18;11;2;18.2;2.01;0.37;0.09;0.50;14.1;0;0;0;0;0;0;4;8;4;5;6;5;0;0;0;32;10;9;52.6
41;Mikel Balenziaga;ESP;DF;Athletic Club;33;1988;14;8;879;9.8;0;1;0;0;0;0;0;0.00;0.10;0.10;0.00;0.10;2;1;50.0;0.20;0.10;0.00;0.00;30.7;1;0;0;0;0;0;9;11;1;17;5;13;0;0;0;80;9;11;45.0
42;Barcia;ESP;DF;Granada;20;2000;1;1;90;1.0;0;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;1;0;0;2;1;0;1;1;0;1;0;0;14;4;0;100.0
43;Enis Bardhi;MKD;CC,DL;Levante;25;1995;18;12;1125;12.5;1;2;1;0;0;2;0;0.08;0.16;0.24;0.08;0.24;28;11;39.3;2.24;0.88;0.04;0.09;20.2;3;0;0;2;0;0;18;14;3;23;17;15;0;0;0;96;2;18;10.0
44;Kike Barja;ESP;CC,DL;Osasuna;24;1997;26;11;987;11.0;1;3;1;0;0;2;0;0.09;0.27;0.36;0.09;0.36;12;7;58.3;1.09;0.64;0.08;0.14;14.7;0;0;0;2;0;0;14;18;1;41;14;6;1;0;0;82;17;16;51.5
45;Marc Baró Ortiz;ESP;DF;Cádiz;21;1999;1;1;90;1.0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;1;1;100.0;1.00;1.00;0.00;0.00;23.6;0;0;0;0;0;0;1;3;0;2;3;1;0;0;0;5;0;0;
46;Antonio Barragán;ESP;DF;Elche;33;1987;21;21;1785;19.8;0;3;0;0;0;6;0;0.00;0.15;0.15;0.00;0.15;4;0;0.0;0.20;0.00;0.00;;14.4;0;0;0;6;0;0;31;22;2;27;27;11;1;1;0;126;21;16;56.8
47;Ander Barrenetxea;ESP;CC,DL;Real Sociedad;19;2001;24;10;963;10.7;3;0;3;0;0;5;0;0.28;0.00;0.28;0.28;0.28;18;6;33.3;1.68;0.56;0.17;0.50;18.6;0;0;0;5;0;0;29;15;3;22;7;14;0;0;0;80;4;22;15.4
48;Marc Bartra;ESP;DF;Betis;30;1991;13;13;1154;12.8;0;0;0;0;0;3;0;0.00;0.00;0.00;0.00;0.00;11;4;36.4;0.86;0.31;0.00;0.00;18.0;0;0;0;3;0;0;25;10;1;3;18;9;0;3;0;136;32;20;61.5
49;Rodrigo Battaglia;ARG;CC;Alavés;29;1991;24;22;1849;20.5;0;0;0;0;0;7;1;0.00;0.00;0.00;0.00;0.00;11;3;27.3;0.54;0.15;0.00;0.00;14.4;0;0;0;7;1;0;23;22;1;3;10;26;0;0;0;189;33;16;67.3
50;Jon Bautista;ESP;DL,CC;Real Sociedad;25;1995;14;0;237;2.6;0;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;6;1;16.7;2.28;0.38;0.00;0.00;16.6;0;0;0;2;0;0;7;3;2;2;0;3;0;0;0;11;11;18;37.9
51;Fran Beltrán;ESP;CC;Celta Vigo;22;1999;23;9;896;10.0;3;0;3;0;0;3;0;0.30;0.00;0.30;0.30;0.30;15;6;40.0;1.51;0.60;0.20;0.50;19.3;0;0;0;3;0;0;13;6;0;3;7;11;0;0;0;94;6;12;33.3
52;Sergio Benito;ESP;DL;Valladolid;22;1999;1;0;2;0.0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
53;Karim Benzema;FRA;DL;Real Madrid;33;1987;25;25;2198;24.4;18;6;18;0;0;2;0;0.74;0.25;0.98;0.74;0.98;98;41;41.8;4.01;1.68;0.18;0.44;14.5;4;0;0;2;0;0;15;22;21;18;8;5;0;0;0;85;21;22;48.8
54;Yuri Berchiche;ESP;DF;Athletic Club;31;1990;23;21;1682;18.7;1;3;1;0;0;3;0;0.05;0.16;0.21;0.05;0.21;16;6;37.5;0.86;0.32;0.06;0.17;19.0;0;0;0;3;0;0;18;30;1;64;16;23;1;0;0;176;23;14;62.2
55;Álex Berenguer;ESP;DL,CC;Athletic Club;25;1995;26;20;1687;18.7;7;3;7;0;0;3;0;0.37;0.16;0.53;0.37;0.53;39;12;30.8;2.08;0.64;0.18;0.58;16.5;3;0;0;3;0;0;33;29;13;54;16;22;1;0;0;104;16;25;39.0
56;Pedro Bigas;ESP;DF;Eibar;30;1990;20;19;1514;16.8;0;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;10;1;10.0;0.59;0.06;0.00;0.00;12.9;0;0;0;1;0;0;21;6;0;6;16;12;0;2;0;218;60;25;70.6
57;Alejandro Blanco;ESP;CC;Valencia;22;1998;12;6;557;6.2;1;0;1;0;0;1;0;0.16;0.00;0.16;0.16;0.16;7;2;28.6;1.13;0.32;0.14;0.50;15.6;0;0;0;1;0;0;4;7;2;6;6;2;0;0;0;34;2;7;22.2
58;Rubén Blanco;ESP;PO;Celta Vigo;25;1995;19;19;1637;18.2;0;0;0;0;0;0;1;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;88;0;0;
59;Yann Bodiger;FRA;CC;Cádiz;26;1995;9;2;251;2.8;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0;0;0;9;3;0;1;6;2;0;0;0;29;10;15;40.0
60;Yassine Bounou;MAR;PO;Sevilla;30;1991;25;25;2250;25.0;1;0;1;0;0;3;0;0.04;0.00;0.04;0.04;0.04;1;1;100.0;0.04;0.04;1.00;1.00;8.0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;1;103;0;0;
61;Lucas Boyé;ARG;DL;Elche;25;1996;25;23;1917;21.3;5;1;5;0;0;7;1;0.23;0.05;0.28;0.23;0.28;35;15;42.9;1.64;0.70;0.14;0.33;16.5;0;0;0;7;1;1;69;26;7;6;12;16;0;0;0;110;20;92;17.9
62;Martin Braithwaite;DEN;DL;Barcelona;29;1991;25;11;1089;12.1;2;2;2;0;1;3;0;0.17;0.17;0.33;0.17;0.33;21;7;33.3;1.74;0.58;0.10;0.29;11.6;0;0;1;3;0;0;11;20;14;7;7;6;0;0;0;38;14;14;50.0
63;Darko Brašanac;SRB;CC;Osasuna;29;1992;9;4;416;4.6;1;0;1;0;0;1;0;0.22;0.00;0.22;0.22;0.22;4;2;50.0;0.87;0.43;0.25;0.50;17.4;0;0;0;1;0;0;14;6;1;2;2;10;0;0;0;47;14;12;53.8
64;Álvaro Bravo;ESP;CC;Granada;23;1998;1;0;15;0.2;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;2;1;66.7
65;Claudio Bravo;CHI;PO;Betis;37;1983;11;11;990;11.0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;0;
66;Yan Brice Eteki;CMR;CC;Granada;23;1997;19;11;949;10.5;0;0;0;0;0;0;1;0.00;0.00;0.00;0.00;0.00;3;2;66.7;0.28;0.19;0.00;0.00;17.5;0;0;0;0;1;0;34;14;0;1;9;15;0;1;0;90;17;16;51.5
67;Juan Brunet;ARG;CC;Granada;23;1998;1;0;23;0.3;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;1;0;100.0
68;Bryan;ESP;DL;Sevilla;20;2001;1;0;13;0.1;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;1;50.0
69;Bryan;ESP;CC,DL;Eibar;20;2001;21;20;1751;19.5;3;2;3;0;0;5;0;0.15;0.10;0.26;0.15;0.26;31;9;29.0;1.59;0.46;0.10;0.33;17.9;1;0;0;5;0;0;23;34;8;84;12;13;0;0;0;138;11;40;21.6
70;Ante Budimir;CRO;DL;Osasuna;29;1991;21;12;1078;12.0;6;0;6;0;0;2;0;0.50;0.00;0.50;0.50;0.50;33;14;42.4;2.76;1.17;0.18;0.43;11.6;0;0;0;2;0;0;20;23;19;4;1;12;0;0;0;57;89;60;59.7
71;Esteban Burgos;ARG;DF;Eibar;29;1992;13;11;1021;11.3;3;1;1;2;3;5;0;0.26;0.09;0.35;0.09;0.18;3;2;66.7;0.26;0.18;0.33;0.50;18.5;0;2;3;5;0;0;14;3;1;0;11;7;0;0;0;168;38;32;54.3
72;Burgui;ESP;CC;Alavés;27;1993;1;0;21;0.2;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2;1;0;100.0
73;Sergio Busquets;ESP;CC;Barcelona;32;1988;27;23;1833;20.4;0;3;0;0;0;7;0;0.00;0.15;0.15;0.00;0.15;1;1;100.0;0.05;0.05;0.00;0.00;24.0;0;0;0;7;0;0;32;44;0;3;24;27;0;0;0;231;36;29;55.4
74;Erick Cabaco;URU;DF;Getafe;25;1995;19;15;1323;14.7;0;0;0;0;0;9;0;0.00;0.00;0.00;0.00;0.00;4;0;0.0;0.27;0.00;0.00;;10.5;0;0;0;9;0;0;24;20;1;3;12;17;0;0;0;140;52;19;73.2
75;Cala;ESP;DF;Cádiz;31;1989;24;23;1957;21.7;2;0;2;0;0;8;0;0.09;0.00;0.09;0.09;0.09;11;4;36.4;0.51;0.18;0.18;0.50;13.9;0;0;0;8;0;0;30;28;1;0;21;23;1;1;0;181;45;32;58.4
76;Jonathan Calleri;ARG;DL;Osasuna;27;1993;23;19;1452;16.1;4;1;4;0;0;4;0;0.25;0.06;0.31;0.25;0.31;47;16;34.0;2.91;0.99;0.09;0.25;13.7;0;0;0;4;0;0;40;38;12;14;5;6;0;0;0;70;84;88;48.8
77;Dani Calvo;ESP;DF;Elche;27;1994;15;11;1059;11.8;2;0;2;0;0;2;0;0.17;0.00;0.17;0.17;0.17;6;3;50.0;0.51;0.25;0.33;0.67;9.0;0;0;0;2;0;0;12;7;1;1;13;11;0;1;0;61;39;24;61.9
78;José Campaña;ESP;CC;Levante;27;1993;9;8;748;8.3;1;2;0;1;1;0;0;0.12;0.24;0.36;0.00;0.24;12;4;33.3;1.44;0.48;0.00;0.00;22.3;1;1;1;0;0;0;7;13;1;16;8;8;0;0;0;76;6;8;42.9
79;Sergio Canales;ESP;CC,DL;Betis;30;1991;23;21;1870;20.8;7;6;5;2;3;4;0;0.34;0.29;0.63;0.24;0.53;36;8;22.2;1.73;0.39;0.14;0.63;21.1;5;2;3;4;0;0;12;18;1;36;12;9;0;0;0;137;7;24;22.6
80;Ander Capa;ESP;DF;Athletic Club;29;1992;26;23;1996;22.2;2;1;2;0;0;4;0;0.09;0.05;0.14;0.09;0.14;9;6;66.7;0.41;0.27;0.22;0.33;14.5;0;0;0;4;0;0;23;9;1;54;22;21;0;1;0;201;22;20;52.4
81;Étienne Capoue;FRA;CC;Villarreal;32;1988;9;9;711;7.9;0;0;0;0;0;4;1;0.00;0.00;0.00;0.00;0.00;2;0;0.0;0.25;0.00;0.00;;17.6;0;0;0;4;1;0;20;13;0;0;11;8;0;1;0;65;17;4;81.0
82;Isaac Carcelen;ESP;DF;Cádiz;27;1993;24;24;1963;21.8;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;7;3;42.9;0.32;0.14;0.00;0.00;24.3;5;0;0;0;0;0;11;41;0;24;30;27;0;1;0;211;29;23;55.8
83;Cárdenas;ESP;PO;Levante;24;1997;3;3;270;3.0;0;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;15;0;0;
84;Marc Cardona;ESP;DL,CC;Osasuna;25;1995;3;0;53;0.6;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;1;1;100.0;1.70;1.70;0.00;0.00;8.5;0;0;0;0;0;0;3;1;1;1;0;0;0;0;0;7;0;2;0.0
85;Diego Carlos;BRA;DF;Sevilla;28;1993;25;24;2113;23.5;1;0;1;0;0;6;0;0.04;0.00;0.04;0.04;0.04;13;5;38.5;0.55;0.21;0.08;0.20;10.1;0;0;0;6;0;0;33;17;0;3;19;17;0;2;1;185;52;37;58.4
86;Juan Carlos;ESP;CC,DL;Huesca;30;1991;15;3;291;3.2;0;1;0;0;0;0;0;0.00;0.31;0.31;0.00;0.31;4;1;25.0;1.24;0.31;0.00;0.00;11.7;0;0;0;0;0;0;13;7;0;2;3;3;0;0;0;24;5;5;50.0
87;Yannick Carrasco;BEL;DF,CC;Atlético Madrid;27;1993;21;16;1397;15.5;2;4;2;0;0;5;0;0.13;0.26;0.39;0.13;0.39;23;15;65.2;1.48;0.97;0.09;0.13;18.9;1;0;0;5;0;0;22;23;2;48;14;17;0;1;0;119;2;11;15.4
88;Sergio Carreira;ESP;DF;Celta Vigo;20;2000;3;3;259;2.9;1;0;1;0;0;0;0;0.35;0.00;0.35;0.35;0.35;2;1;50.0;0.69;0.35;0.50;1.00;8.1;0;0;0;0;0;0;2;2;0;4;1;2;0;0;0;16;1;1;50.0
89;Guido Carrillo;ARG;DL;Elche;29;1991;17;10;844;9.4;3;1;3;0;0;3;0;0.32;0.11;0.43;0.32;0.43;19;6;31.6;2.03;0.64;0.16;0.50;12.3;0;0;0;3;0;0;23;10;2;2;6;6;0;0;0;43;70;51;57.9
90;Dani Carvajal;ESP;DF;Real Madrid;29;1992;11;10;853;9.5;0;2;0;0;0;5;0;0.00;0.21;0.21;0.00;0.21;10;2;20.0;1.06;0.21;0.00;0.00;23.4;0;0;0;5;0;0;15;10;0;17;15;19;0;1;0;87;10;7;58.8
91;William Carvalho;POR;CC;Betis;29;1992;22;11;1095;12.2;2;0;2;0;0;6;1;0.16;0.00;0.16;0.16;0.16;13;6;46.2;1.07;0.49;0.15;0.33;16.3;0;0;0;6;1;1;16;11;0;2;8;16;0;0;0;110;28;19;59.6
92;Casemiro;BRA;CC;Real Madrid;29;1992;26;24;2205;24.5;5;2;5;0;0;8;0;0.20;0.08;0.29;0.20;0.29;33;8;24.2;1.35;0.33;0.15;0.63;16.3;0;0;0;8;0;0;43;43;3;7;47;47;0;0;0;283;84;66;56.0
93;Sofian Chakla;MAR;DF;Getafe;27;1993;9;8;742;8.2;0;0;0;0;0;5;0;0.00;0.00;0.00;0.00;0.00;2;1;50.0;0.24;0.12;0.00;0.00;9.0;0;0;0;5;0;0;13;15;0;0;10;5;0;2;0;95;35;13;72.9
